11.856303,12.160433,12.270227,12.263583,12.410720,12.422460,12.418783,12.419422,12.188539,12.161960,12.258439,11.472658,11.919548,11.695277,11.912088
12.568545,11.314184,10.810590,10.860062,8.569971,8.116095,7.962487,7.916489,8.335949,11.410863,11.455879,11.743248,12.223522,12.559953,12.155250
10.970486,11.337399,11.400347,11.737927,12.110930,11.771986,11.778955,11.790488,11.480927,11.268617,11.426020,11.358057,11.258242,10.958525,11.203748
12.255408,12.652838,12.697316,12.851369,13.077073,12.981920,12.967416,13.000434,13.078067,13.240058,13.223825,13.200249,13.206681,13.157234,12.536133
7.597932,7.657878,7.483642,7.667169,7.701715,7.435830,7.547125,7.585698,7.476056,7.536312,7.531220,7.522250,7.623220,7.787831,7.733441
11.076216,11.194717,11.165559,11.263798,11.367391,11.186913,11.255127,11.218024,10.810774,11.646390,11.735612,11.213721,11.536845,11.099001,11.323748
12.301254,12.167684,11.871426,11.892308,11.342904,11.674781,11.665202,11.756618,11.481014,12.034643,12.203093,12.056044,12.245667,12.222866,12.159588
11.627858,11.982736,11.880360,11.901738,12.274502,12.303701,12.194761,12.226724,12.183125,12.099151,12.021291,11.618257,11.811570,11.479284,12.060667
12.163742,11.806102,11.989817,11.708090,10.607848,10.500893,10.709794,10.836592,10.990394,11.562880,11.761810,11.638657,11.857544,12.152569,12.116148
11.334040,10.959929,10.815913,10.921424,9.094362,8.914859,9.224903,9.457003,9.736196,10.380350,10.662580,10.492536,10.976791,11.053784,11.454344
11.946184,12.487624,12.434432,12.405787,12.458900,12.811658,12.854269,12.774159,12.783875,12.711758,12.577386,12.129054,12.365133,11.883048,12.443699
11.218100,11.087892,11.052476,11.138206,11.286041,11.016860,11.150099,11.259648,11.000740,10.913225,11.077605,10.528651,10.617417,10.495739,10.858680
11.493926,11.941679,12.000606,12.014411,12.338596,12.599326,12.516452,12.530981,12.379558,12.180690,11.967264,11.467824,11.470312,10.443521,11.682303
12.407253,12.629769,12.463180,12.550961,12.692042,12.737074,12.694307,12.709835,12.662388,12.527151,12.400704,12.422477,12.354833,11.894212,12.369276
12.425304,12.194484,12.011849,12.140872,11.212179,10.810640,10.964058,11.168925,11.438549,11.880530,11.921677,12.384602,12.481135,12.610337,12.397135
12.194630,11.928000,11.560447,11.633964,11.498343,11.696121,11.552111,11.620505,11.636442,11.857562,11.929699,12.246965,12.291330,12.465085,12.342590
12.297877,12.263972,11.859335,11.970886,11.721608,11.906670,11.857909,11.764632,11.575489,12.116996,12.114834,12.195197,12.196866,12.260730,12.218140
11.794462,11.853598,11.849944,11.895125,11.742378,11.657760,11.714176,11.790397,12.000390,12.263235,12.399800,12.152377,12.364618,12.299733,11.785214
11.278674,11.148294,11.048029,11.132934,11.454381,11.296544,11.338748,11.466465,11.408307,11.189896,11.283349,10.796855,10.964264,11.120281,11.174430
12.160968,12.300402,12.536525,12.572630,12.699973,12.606926,12.685525,12.730901,12.745954,12.617930,12.567343,11.989231,12.261833,11.658865,12.345642
11.835259,11.579848,11.439869,11.394158,10.198778,9.861312,10.088107,10.261472,10.627968,11.086197,11.232005,11.086643,11.246560,11.216719,11.772361
11.089189,11.424780,11.407153,11.390310,11.848037,11.980837,11.907766,11.873090,11.962036,11.644366,11.337889,11.325802,11.215320,10.877388,11.115872
12.457352,12.754019,12.721460,12.746129,11.906039,10.708477,10.375058,10.692680,11.661811,11.318418,10.988028,10.469040,11.065862,9.947155,12.670235
11.288679,11.486765,11.712378,11.604254,11.556654,11.518023,11.460154,11.446118,11.391425,11.813501,11.951540,11.889107,12.035047,11.756471,11.341138
10.738431,11.211300,11.023426,11.040810,11.070462,10.899480,11.015727,11.018596,11.046029,11.226151,11.278048,10.913693,11.417719,11.135066,10.950528
11.488802,11.721793,11.632373,11.788037,12.027261,12.219210,12.166763,12.210553,12.121367,11.939480,11.641434,11.309975,11.350358,10.664497,11.705030
13.264306,13.399649,13.333834,13.340477,13.283206,13.306643,13.327012,13.305334,13.224039,13.306643,13.280473,13.443015,13.363301,13.364406,13.270324
11.396263,11.233230,11.075671,11.263259,11.440724,11.414394,11.394238,11.415173,11.118653,11.213172,11.253279,11.203267,11.170498,11.113470,11.128374
10.681187,11.234095,11.560570,11.610541,11.659974,11.554483,11.615898,11.583735,11.341344,11.801154,11.908878,11.476650,11.567931,11.491095,11.207441
12.422491,12.582221,12.560419,12.582221,12.578088,12.788905,12.684363,12.705483,12.691849,12.600135,12.566197,12.342934,12.298268,12.193958,12.592472
11.833732,11.959176,12.042820,12.098541,12.370276,12.459616,12.349952,12.269699,12.201730,12.052446,11.958196,11.820345,11.585500,11.166940,11.782605
11.399682,11.740062,11.857924,11.871159,12.123613,12.113257,12.113036,12.090227,12.101463,11.946120,11.905609,11.516912,11.546484,11.248004,11.826715
11.977160,11.637428,11.462109,11.684807,11.831523,11.715362,11.915241,12.023560,12.298310,12.257840,12.282551,12.379727,12.608644,12.569714,12.032712
10.933832,11.058465,10.922797,11.017332,10.527894,10.448532,10.653604,10.789347,10.778673,10.630710,10.528710,10.665880,10.822572,11.021190,10.967700
